log_id,user_id,username,email,roles,action,timestamp,ip_address,user_agent,success,session_id,page,metadata,is_anomaly,risk_score
202,31,user31,user31@example.com,user,upload_file,2025-06-26 12:10:00,192.168.214.124,Mozilla/5.0,False,session_31_9,admin_panel,{},0,0
203,15,user15,user15@example.com,admin,delete_user,2025-06-05 03:17:00,192.168.185.88,Mozilla/5.0,False,session_15_5,profile,{},0,0
204,49,user49,user49@example.com,admin,download_file,2025-06-19 08:39:00,192.168.162.78,Edge/18.0,False,session_49_5,reports,{},0,0
205,2,user2,user2@example.com,admin,delete_user,2025-06-13 22:01:00,192.168.68.11,Chrome/91.0,False,session_2_3,settings,{},0,0
206,18,user18,user18@example.com,admin,change_password,2025-06-20 03:16:00,192.168.245.232,Edge/18.0,False,session_18_2,admin_panel,{},0,0
207,21,user21,user21@example.com,guest,delete_user,2025-06-11 18:47:00,192.168.14.111,Safari/14.0,False,session_21_2,profile,{},1,25
208,5,user5,user5@example.com,admin,view_page,2025-06-20 08:06:00,192.168.127.62,Chrome/91.0,False,session_5_6,profile,{},0,0
209,10,user10,user10@example.com,user,download_file,2025-06-13 03:52:00,192.168.145.125,Chrome/91.0,False,session_10_10,dashboard,{},0,0
210,5,user5,user5@example.com,user,view_page,2025-06-24 07:24:00,192.168.110.214,Edge/18.0,False,session_5_6,profile,{},0,0
211,12,user12,user12@example.com,user,view_page,2025-06-11 22:51:00,192.168.165.100,Safari/14.0,True,session_12_3,dashboard,{},0,0
212,21,user21,user21@example.com,admin,view_page,2025-06-20 00:09:00,192.168.82.139,Safari/14.0,False,session_21_2,dashboard,{},0,25
213,48,user48,user48@example.com,user,login,2025-06-22 22:13:00,192.168.226.101,Chrome/91.0,False,session_48_3,dashboard,{},0,0
214,14,user14,user14@example.com,user,upload_file,2025-06-08 23:15:00,192.168.27.189,Safari/14.0,False,session_14_5,settings,{},0,0
215,19,user19,user19@example.com,admin,edit_profile,2025-06-05 16:37:00,192.168.251.185,Chrome/91.0,True,session_19_9,dashboard,{},0,50
216,20,user20,user20@example.com,admin,upload_file,2025-06-28 21:12:00,192.168.124.180,Mozilla/5.0,True,session_20_4,dashboard,{},0,0
217,37,user37,user37@example.com,admin,upload_file,2025-06-14 17:46:00,192.168.99.252,Chrome/91.0,False,session_37_10,reports,{},0,0
218,26,user26,user26@example.com,guest,upload_file,2025-06-30 12:22:00,192.168.128.182,Edge/18.0,True,session_26_4,profile,{},0,0
219,14,user14,user14@example.com,user,upload_file,2025-06-21 11:36:00,192.168.127.164,Mozilla/5.0,False,session_14_5,dashboard,{},0,0
220,34,user34,user34@example.com,admin,delete_user,2025-06-09 04:11:00,192.168.100.159,Edge/18.0,True,session_34_9,settings,{},0,0
221,29,user29,user29@example.com,guest,download_file,2025-06-20 17:18:00,192.168.100.199,Safari/14.0,True,session_29_4,dashboard,{},0,0
222,3,user3,user3@example.com,guest,login,2025-06-12 02:09:00,192.168.15.201,Safari/14.0,True,session_3_4,settings,{},1,50
223,17,user17,user17@example.com,user,upload_file,2025-06-25 04:51:00,192.168.16.148,Chrome/91.0,False,session_17_10,settings,{},0,25
224,24,user24,user24@example.com,guest,delete_user,2025-06-05 17:50:00,192.168.15.5,Chrome/91.0,True,session_24_7,reports,{},0,0
225,38,user38,user38@example.com,user,view_page,2025-06-25 11:15:00,192.168.6.249,Edge/18.0,True,session_38_5,reports,{},0,0
226,38,user38,user38@example.com,user,delete_user,2025-06-07 02:07:00,192.168.91.121,Chrome/91.0,False,session_38_2,admin_panel,{},0,0
227,25,user25,user25@example.com,guest,change_password,2025-06-13 06:24:00,192.168.133.233,Chrome/91.0,False,session_25_5,reports,{},0,25
228,17,user17,user17@example.com,guest,view_page,2025-06-28 03:13:00,192.168.108.5,Mozilla/5.0,False,session_17_4,admin_panel,{},1,25
229,15,user15,user15@example.com,guest,change_password,2025-06-30 17:46:00,192.168.209.135,Mozilla/5.0,False,session_15_6,profile,{},0,0
230,35,user35,user35@example.com,admin,view_page,2025-06-04 20:26:00,192.168.22.6,Safari/14.0,True,session_35_10,admin_panel,{},0,0
231,43,user43,user43@example.com,guest,delete_user,2025-06-10 03:36:00,192.168.103.196,Safari/14.0,False,session_43_7,settings,{},1,50
232,22,user22,user22@example.com,guest,view_page,2025-06-29 01:26:00,192.168.235.252,Mozilla/5.0,False,session_22_2,reports,{},0,0
233,42,user42,user42@example.com,admin,download_file,2025-06-06 03:14:00,192.168.72.27,Chrome/91.0,False,session_42_3,dashboard,{},0,0
234,17,user17,user17@example.com,admin,edit_profile,2025-06-06 12:46:00,192.168.174.26,Chrome/91.0,False,session_17_4,settings,{},0,25
235,44,user44,user44@example.com,user,delete_user,2025-06-29 13:00:00,192.168.219.94,Edge/18.0,False,session_44_2,reports,{},0,0
236,22,user22,user22@example.com,guest,login,2025-06-09 12:28:00,192.168.45.74,Mozilla/5.0,True,session_22_2,reports,{},0,0
237,48,user48,user48@example.com,guest,login,2025-06-26 09:39:00,192.168.8.112,Chrome/91.0,True,session_48_6,settings,{},0,0
238,26,user26,user26@example.com,admin,view_page,2025-06-04 17:29:00,192.168.168.150,Chrome/91.0,False,session_26_1,reports,{},0,0
239,42,user42,user42@example.com,admin,view_page,2025-06-14 15:08:00,192.168.192.69,Edge/18.0,True,session_42_3,profile,{},0,0
240,17,user17,user17@example.com,user,download_file,2025-06-11 20:32:00,192.168.251.160,Mozilla/5.0,True,session_17_9,reports,{},0,0
241,19,user19,user19@example.com,user,login,2025-06-06 13:39:00,192.168.160.145,Chrome/91.0,False,session_19_9,reports,{},1,50
242,18,user18,user18@example.com,admin,download_file,2025-06-06 14:13:00,192.168.171.26,Chrome/91.0,False,session_18_9,admin_panel,{},0,0
243,29,user29,user29@example.com,guest,view_page,2025-06-04 00:19:00,192.168.80.152,Edge/18.0,False,session_29_4,dashboard,{},0,0
244,37,user37,user37@example.com,user,login,2025-06-05 05:36:00,192.168.25.166,Chrome/91.0,False,session_37_9,profile,{},0,0
245,32,user32,user32@example.com,admin,edit_profile,2025-06-19 21:57:00,192.168.89.8,Edge/18.0,True,session_32_2,dashboard,{},0,0
246,17,user17,user17@example.com,guest,view_page,2025-06-06 16:49:00,192.168.174.0,Chrome/91.0,False,session_17_7,dashboard,{},0,0
247,7,user7,user7@example.com,user,delete_user,2025-06-09 12:47:00,192.168.174.58,Edge/18.0,False,session_7_4,admin_panel,{},0,25
248,17,user17,user17@example.com,admin,upload_file,2025-06-06 00:35:00,192.168.186.28,Mozilla/5.0,True,session_17_6,profile,{},0,0
249,14,user14,user14@example.com,guest,download_file,2025-06-22 03:13:00,192.168.95.74,Safari/14.0,False,session_14_6,dashboard,{},0,50
250,35,user35,user35@example.com,admin,view_page,2025-06-08 03:23:00,192.168.128.68,Chrome/91.0,True,session_35_2,dashboard,{},0,0
251,48,user48,user48@example.com,guest,download_file,2025-06-26 18:53:00,192.168.102.43,Chrome/91.0,False,session_48_7,admin_panel,{},0,0
252,36,user36,user36@example.com,admin,delete_user,2025-06-29 17:04:00,192.168.105.88,Edge/18.0,True,session_36_8,settings,{},0,0
253,37,user37,user37@example.com,user,upload_file,2025-06-27 04:16:00,192.168.193.21,Chrome/91.0,True,session_37_4,profile,{},0,0
254,45,user45,user45@example.com,guest,login,2025-06-02 06:01:00,192.168.202.233,Edge/18.0,False,session_45_4,dashboard,{},0,0
255,47,user47,user47@example.com,user,edit_profile,2025-06-15 17:44:00,192.168.4.104,Chrome/91.0,False,session_47_9,settings,{},0,0
256,36,user36,user36@example.com,admin,view_page,2025-06-07 22:53:00,192.168.179.85,Mozilla/5.0,False,session_36_10,profile,{},0,0
257,49,user49,user49@example.com,user,change_password,2025-06-26 06:35:00,192.168.251.128,Mozilla/5.0,False,session_49_7,admin_panel,{},0,0
258,14,user14,user14@example.com,guest,login,2025-06-23 01:56:00,192.168.137.155,Mozilla/5.0,False,session_14_3,dashboard,{},0,0
259,28,user28,user28@example.com,guest,download_file,2025-06-24 06:36:00,192.168.102.8,Chrome/91.0,False,session_28_3,settings,{},0,25
260,25,user25,user25@example.com,admin,download_file,2025-06-13 02:59:00,192.168.200.187,Edge/18.0,False,session_25_6,reports,{},0,0
261,4,user4,user4@example.com,guest,download_file,2025-06-24 00:39:00,192.168.31.240,Mozilla/5.0,True,session_4_5,settings,{},0,0
262,46,user46,user46@example.com,user,edit_profile,2025-06-16 12:22:00,192.168.182.46,Chrome/91.0,True,session_46_8,settings,{},1,25
263,39,user39,user39@example.com,guest,login,2025-06-16 00:01:00,192.168.12.143,Edge/18.0,True,session_39_1,settings,{},0,0
264,2,user2,user2@example.com,admin,download_file,2025-06-29 15:16:00,192.168.201.212,Edge/18.0,True,session_2_10,admin_panel,{},1,50
265,28,user28,user28@example.com,guest,login,2025-06-21 18:58:00,192.168.67.196,Safari/14.0,False,session_28_8,profile,{},0,0
266,27,user27,user27@example.com,guest,edit_profile,2025-06-24 18:22:00,192.168.222.252,Safari/14.0,True,session_27_6,reports,{},0,25
267,40,user40,user40@example.com,guest,change_password,2025-06-04 22:37:00,192.168.187.231,Edge/18.0,True,session_40_6,settings,{},0,0
268,1,user1,user1@example.com,admin,view_page,2025-06-02 03:49:00,192.168.155.116,Edge/18.0,False,session_1_4,admin_panel,{},0,0
269,10,user10,user10@example.com,guest,login,2025-06-03 17:20:00,192.168.142.211,Chrome/91.0,False,session_10_3,reports,{},0,0
270,12,user12,user12@example.com,admin,download_file,2025-06-18 22:16:00,192.168.251.123,Edge/18.0,True,session_12_9,reports,{},0,0
271,46,user46,user46@example.com,admin,login,2025-06-29 00:24:00,192.168.14.105,Edge/18.0,True,session_46_8,settings,{},0,25
272,24,user24,user24@example.com,guest,change_password,2025-06-24 19:41:00,192.168.8.67,Safari/14.0,True,session_24_5,admin_panel,{},0,0
273,16,user16,user16@example.com,user,view_page,2025-06-08 20:38:00,192.168.116.12,Chrome/91.0,False,session_16_3,profile,{},0,0
274,19,user19,user19@example.com,admin,upload_file,2025-06-20 05:16:00,192.168.162.42,Safari/14.0,True,session_19_5,profile,{},0,0
275,20,user20,user20@example.com,admin,login,2025-06-23 18:58:00,192.168.51.51,Chrome/91.0,False,session_20_10,settings,{},0,0
276,26,user26,user26@example.com,guest,upload_file,2025-06-19 17:10:00,192.168.14.76,Chrome/91.0,True,session_26_5,dashboard,{},0,0
277,38,user38,user38@example.com,user,view_page,2025-06-19 05:46:00,192.168.105.20,Chrome/91.0,True,session_38_3,profile,{},0,0
278,43,user43,user43@example.com,admin,upload_file,2025-06-09 06:49:00,192.168.42.150,Edge/18.0,True,session_43_7,dashboard,{},1,50
279,38,user38,user38@example.com,guest,edit_profile,2025-06-12 05:06:00,192.168.128.56,Mozilla/5.0,False,session_38_6,profile,{},0,0
280,34,user34,user34@example.com,user,download_file,2025-06-05 06:59:00,192.168.19.77,Safari/14.0,True,session_34_4,reports,{},0,0
281,47,user47,user47@example.com,guest,delete_user,2025-06-19 01:56:00,192.168.210.231,Chrome/91.0,False,session_47_2,admin_panel,{},1,25
282,12,user12,user12@example.com,user,login,2025-06-19 23:40:00,192.168.196.12,Safari/14.0,True,session_12_3,admin_panel,{},0,0
283,3,user3,user3@example.com,guest,download_file,2025-06-15 12:18:00,192.168.234.141,Safari/14.0,False,session_3_2,profile,{},0,0
284,11,user11,user11@example.com,user,edit_profile,2025-06-06 11:52:00,192.168.164.150,Safari/14.0,False,session_11_10,settings,{},0,0
285,33,user33,user33@example.com,admin,delete_user,2025-06-04 03:42:00,192.168.230.110,Chrome/91.0,False,session_33_1,reports,{},0,0
286,27,user27,user27@example.com,guest,edit_profile,2025-06-29 18:01:00,192.168.247.2,Edge/18.0,True,session_27_6,profile,{},1,25
287,1,user1,user1@example.com,user,view_page,2025-06-23 04:08:00,192.168.145.67,Mozilla/5.0,False,session_1_1,profile,{},0,0
288,41,user41,user41@example.com,guest,download_file,2025-06-16 20:49:00,192.168.27.238,Edge/18.0,True,session_41_8,profile,{},0,0
289,33,user33,user33@example.com,user,delete_user,2025-06-12 00:15:00,192.168.211.14,Safari/14.0,True,session_33_2,reports,{},0,0
290,10,user10,user10@example.com,user,view_page,2025-06-03 04:29:00,192.168.5.71,Edge/18.0,False,session_10_7,settings,{},0,0
291,44,user44,user44@example.com,admin,delete_user,2025-06-16 18:16:00,192.168.173.42,Edge/18.0,True,session_44_4,admin_panel,{},0,0
292,14,user14,user14@example.com,admin,upload_file,2025-06-17 06:24:00,192.168.33.37,Mozilla/5.0,True,session_14_6,profile,{},1,50
293,41,user41,user41@example.com,user,view_page,2025-06-24 02:23:00,192.168.142.229,Chrome/91.0,False,session_41_6,settings,{},0,0
294,42,user42,user42@example.com,user,delete_user,2025-06-28 02:06:00,192.168.222.170,Safari/14.0,True,session_42_6,dashboard,{},0,0
295,11,user11,user11@example.com,user,view_page,2025-06-16 03:50:00,192.168.91.142,Safari/14.0,False,session_11_3,reports,{},0,0
296,34,user34,user34@example.com,admin,upload_file,2025-06-06 04:24:00,192.168.198.229,Safari/14.0,False,session_34_5,profile,{},0,0
297,16,user16,user16@example.com,admin,delete_user,2025-06-07 13:34:00,192.168.0.147,Chrome/91.0,False,session_16_5,reports,{},0,0
298,17,user17,user17@example.com,admin,download_file,2025-06-13 13:02:00,192.168.235.127,Mozilla/5.0,True,session_17_10,admin_panel,{},0,25
299,4,user4,user4@example.com,guest,delete_user,2025-06-08 22:57:00,192.168.46.211,Safari/14.0,True,session_4_3,dashboard,{},0,0
300,23,user23,user23@example.com,guest,delete_user,2025-06-27 12:53:00,192.168.55.138,Safari/14.0,False,session_23_7,profile,{},0,25
301,28,user28,user28@example.com,user,change_password,2025-06-23 07:41:00,192.168.21.56,Mozilla/5.0,True,session_28_9,profile,{},0,0
302,21,user21,user21@example.com,user,edit_profile,2025-06-29 07:45:00,192.168.174.182,Safari/14.0,True,session_21_6,reports,{},0,0
303,5,user5,user5@example.com,guest,view_page,2025-06-17 02:16:00,192.168.1.48,Mozilla/5.0,True,session_5_9,reports,{},0,0
304,4,user4,user4@example.com,guest,view_page,2025-06-05 06:59:00,192.168.173.174,Edge/18.0,True,session_4_2,dashboard,{},0,0
305,14,user14,user14@example.com,admin,download_file,2025-06-05 05:51:00,192.168.141.40,Edge/18.0,False,session_14_4,admin_panel,{},0,0
306,33,user33,user33@example.com,admin,login,2025-06-24 03:52:00,192.168.65.148,Edge/18.0,False,session_33_6,settings,{},0,0
307,9,user9,user9@example.com,guest,change_password,2025-06-01 16:41:00,192.168.249.203,Mozilla/5.0,False,session_9_10,dashboard,{},0,0
308,23,user23,user23@example.com,user,edit_profile,2025-06-13 08:27:00,192.168.133.211,Chrome/91.0,False,session_23_5,profile,{},0,25
309,24,user24,user24@example.com,guest,view_page,2025-06-06 01:00:00,192.168.119.165,Chrome/91.0,False,session_24_3,settings,{},1,25
310,15,user15,user15@example.com,user,change_password,2025-06-05 14:59:00,192.168.76.115,Edge/18.0,False,session_15_8,reports,{},0,0
311,14,user14,user14@example.com,admin,login,2025-06-19 23:06:00,192.168.239.94,Mozilla/5.0,True,session_14_5,dashboard,{},0,0
312,7,user7,user7@example.com,user,edit_profile,2025-06-23 10:36:00,192.168.15.137,Mozilla/5.0,True,session_7_7,settings,{},1,25
313,42,user42,user42@example.com,user,download_file,2025-06-28 12:06:00,192.168.100.58,Safari/14.0,True,session_42_7,dashboard,{},1,25
314,19,user19,user19@example.com,guest,view_page,2025-06-24 17:28:00,192.168.4.124,Edge/18.0,False,session_19_2,reports,{},0,0
315,46,user46,user46@example.com,user,login,2025-06-10 11:39:00,192.168.194.241,Chrome/91.0,True,session_46_1,profile,{},0,0
316,21,user21,user21@example.com,admin,change_password,2025-06-16 11:52:00,192.168.105.23,Chrome/91.0,True,session_21_5,admin_panel,{},0,25
317,26,user26,user26@example.com,user,change_password,2025-06-17 06:47:00,192.168.235.102,Mozilla/5.0,True,session_26_10,profile,{},0,0
318,42,user42,user42@example.com,admin,login,2025-06-14 04:29:00,192.168.47.218,Safari/14.0,True,session_42_8,dashboard,{},1,25
319,31,user31,user31@example.com,admin,change_password,2025-06-21 18:28:00,192.168.152.23,Safari/14.0,False,session_31_5,profile,{},0,25
320,34,user34,user34@example.com,guest,delete_user,2025-06-08 08:00:00,192.168.107.138,Edge/18.0,True,session_34_1,settings,{},0,0
321,31,user31,user31@example.com,admin,download_file,2025-06-12 05:35:00,192.168.7.147,Mozilla/5.0,True,session_31_1,dashboard,{},1,25
322,40,user40,user40@example.com,user,change_password,2025-06-12 18:18:00,192.168.122.73,Safari/14.0,True,session_40_1,dashboard,{},0,25
323,40,user40,user40@example.com,user,login,2025-06-09 06:38:00,192.168.167.26,Mozilla/5.0,True,session_40_8,admin_panel,{},1,25
324,33,user33,user33@example.com,user,delete_user,2025-06-29 11:43:00,192.168.206.165,Chrome/91.0,True,session_33_1,dashboard,{},0,0
325,2,user2,user2@example.com,user,login,2025-06-11 09:14:00,192.168.65.104,Safari/14.0,True,session_2_2,dashboard,{},0,0
326,36,user36,user36@example.com,guest,delete_user,2025-06-27 18:41:00,192.168.88.83,Chrome/91.0,True,session_36_7,settings,{},0,0
327,41,user41,user41@example.com,user,delete_user,2025-06-04 15:02:00,192.168.6.75,Edge/18.0,True,session_41_3,profile,{},0,0
328,22,user22,user22@example.com,guest,edit_profile,2025-06-17 18:08:00,192.168.11.193,Chrome/91.0,False,session_22_5,profile,{},0,0
329,43,user43,user43@example.com,admin,login,2025-06-19 08:24:00,192.168.224.108,Chrome/91.0,True,session_43_7,reports,{},0,50
330,19,user19,user19@example.com,admin,download_file,2025-06-28 03:47:00,192.168.172.2,Mozilla/5.0,False,session_19_10,settings,{},0,0
331,2,user2,user2@example.com,user,change_password,2025-06-02 09:06:00,192.168.115.162,Mozilla/5.0,True,session_2_6,admin_panel,{},0,25
332,29,user29,user29@example.com,admin,change_password,2025-06-22 02:21:00,192.168.58.141,Safari/14.0,True,session_29_9,dashboard,{},0,0
333,17,user17,user17@example.com,guest,download_file,2025-06-04 01:16:00,192.168.4.12,Safari/14.0,True,session_17_10,reports,{},1,25
334,18,user18,user18@example.com,user,delete_user,2025-06-12 14:39:00,192.168.241.156,Safari/14.0,True,session_18_4,settings,{},0,0
335,44,user44,user44@example.com,guest,edit_profile,2025-06-26 13:45:00,192.168.155.86,Safari/14.0,True,session_44_3,dashboard,{},0,0
336,49,user49,user49@example.com,user,view_page,2025-06-19 01:58:00,192.168.45.159,Edge/18.0,True,session_49_8,reports,{},0,0
337,31,user31,user31@example.com,user,delete_user,2025-06-21 17:27:00,192.168.233.41,Chrome/91.0,True,session_31_2,admin_panel,{},0,0
338,5,user5,user5@example.com,guest,change_password,2025-06-04 04:26:00,192.168.79.118,Edge/18.0,False,session_5_10,admin_panel,{},0,0
339,23,user23,user23@example.com,guest,upload_file,2025-06-30 04:49:00,192.168.171.60,Edge/18.0,True,session_23_7,profile,{},0,25
340,27,user27,user27@example.com,guest,upload_file,2025-06-21 18:13:00,192.168.23.121,Chrome/91.0,False,session_27_2,settings,{},0,0
341,37,user37,user37@example.com,admin,upload_file,2025-06-11 18:47:00,192.168.130.140,Edge/18.0,False,session_37_5,admin_panel,{},0,0
342,43,user43,user43@example.com,admin,delete_user,2025-06-29 17:50:00,192.168.45.200,Mozilla/5.0,True,session_43_2,settings,{},0,0
343,42,user42,user42@example.com,guest,delete_user,2025-06-05 06:25:00,192.168.199.156,Mozilla/5.0,False,session_42_2,profile,{},0,25
344,21,user21,user21@example.com,user,delete_user,2025-06-11 09:02:00,192.168.73.133,Safari/14.0,False,session_21_5,admin_panel,{},0,25
345,36,user36,user36@example.com,guest,upload_file,2025-06-23 10:25:00,192.168.110.122,Safari/14.0,False,session_36_3,dashboard,{},0,0
346,25,user25,user25@example.com,admin,edit_profile,2025-06-03 17:30:00,192.168.49.15,Safari/14.0,False,session_25_10,profile,{},0,0
347,13,user13,user13@example.com,guest,upload_file,2025-06-04 17:04:00,192.168.17.94,Safari/14.0,False,session_13_8,reports,{},0,0
348,44,user44,user44@example.com,admin,delete_user,2025-06-01 07:51:00,192.168.198.134,Edge/18.0,True,session_44_9,reports,{},0,0
349,3,user3,user3@example.com,admin,delete_user,2025-06-11 20:48:00,192.168.247.8,Safari/14.0,False,session_3_2,dashboard,{},0,0
350,38,user38,user38@example.com,admin,download_file,2025-06-06 15:13:00,192.168.127.100,Mozilla/5.0,False,session_38_9,settings,{},0,25
351,5,user5,user5@example.com,user,edit_profile,2025-06-15 12:44:00,192.168.103.248,Edge/18.0,False,session_5_8,reports,{},0,0
352,12,user12,user12@example.com,user,download_file,2025-06-21 06:08:00,192.168.195.219,Mozilla/5.0,False,session_12_8,reports,{},0,0
353,12,user12,user12@example.com,admin,download_file,2025-06-25 16:11:00,192.168.157.84,Safari/14.0,True,session_12_2,settings,{},1,25
354,7,user7,user7@example.com,admin,edit_profile,2025-06-08 03:29:00,192.168.176.16,Mozilla/5.0,False,session_7_4,profile,{},0,25
355,15,user15,user15@example.com,user,download_file,2025-06-23 19:49:00,192.168.199.187,Mozilla/5.0,True,session_15_3,reports,{},0,25
356,8,user8,user8@example.com,user,download_file,2025-06-25 07:06:00,192.168.70.103,Mozilla/5.0,True,session_8_8,profile,{},0,0
357,27,user27,user27@example.com,guest,change_password,2025-06-13 01:07:00,192.168.104.51,Chrome/91.0,False,session_27_6,settings,{},0,25
358,31,user31,user31@example.com,guest,view_page,2025-06-12 13:24:00,192.168.208.99,Edge/18.0,True,session_31_1,admin_panel,{},0,25
359,4,user4,user4@example.com,admin,change_password,2025-06-01 14:33:00,192.168.19.53,Chrome/91.0,False,session_4_4,profile,{},0,0
360,37,user37,user37@example.com,user,download_file,2025-06-24 21:52:00,192.168.120.253,Chrome/91.0,False,session_37_4,reports,{},0,0
361,25,user25,user25@example.com,guest,change_password,2025-06-18 05:00:00,192.168.3.25,Edge/18.0,False,session_25_2,dashboard,{},0,0
362,29,user29,user29@example.com,user,download_file,2025-06-16 01:35:00,192.168.32.154,Chrome/91.0,True,session_29_8,admin_panel,{},0,0
363,30,user30,user30@example.com,admin,login,2025-06-05 08:35:00,192.168.124.150,Edge/18.0,True,session_30_7,dashboard,{},0,0
364,16,user16,user16@example.com,admin,change_password,2025-06-19 03:09:00,192.168.46.234,Safari/14.0,False,session_16_7,dashboard,{},0,25
365,47,user47,user47@example.com,admin,change_password,2025-06-05 01:32:00,192.168.121.176,Safari/14.0,False,session_47_5,dashboard,{},0,0
366,10,user10,user10@example.com,user,delete_user,2025-06-26 00:23:00,192.168.108.203,Mozilla/5.0,False,session_10_1,profile,{},0,0
367,35,user35,user35@example.com,user,delete_user,2025-06-16 20:47:00,192.168.142.206,Mozilla/5.0,True,session_35_2,profile,{},0,0
368,46,user46,user46@example.com,guest,change_password,2025-06-09 09:13:00,192.168.127.157,Edge/18.0,True,session_46_4,admin_panel,{},0,0
369,21,user21,user21@example.com,guest,delete_user,2025-06-24 00:18:00,192.168.45.18,Mozilla/5.0,False,session_21_10,profile,{},0,0
370,17,user17,user17@example.com,user,login,2025-06-23 08:05:00,192.168.63.158,Safari/14.0,False,session_17_3,profile,{},0,0
371,43,user43,user43@example.com,admin,view_page,2025-06-30 12:21:00,192.168.175.53,Safari/14.0,False,session_43_3,profile,{},0,0
372,8,user8,user8@example.com,user,login,2025-06-25 12:24:00,192.168.171.224,Edge/18.0,False,session_8_6,admin_panel,{},0,0
373,37,user37,user37@example.com,guest,delete_user,2025-06-18 13:37:00,192.168.129.145,Mozilla/5.0,True,session_37_7,settings,{},0,0
374,43,user43,user43@example.com,guest,upload_file,2025-06-14 04:30:00,192.168.25.169,Mozilla/5.0,True,session_43_4,reports,{},0,25
375,24,user24,user24@example.com,admin,download_file,2025-06-14 17:06:00,192.168.165.48,Safari/14.0,False,session_24_9,profile,{},0,0
376,34,user34,user34@example.com,admin,upload_file,2025-06-23 18:44:00,192.168.25.84,Mozilla/5.0,True,session_34_2,reports,{},0,0
377,22,user22,user22@example.com,guest,upload_file,2025-06-09 11:14:00,192.168.88.88,Mozilla/5.0,False,session_22_5,dashboard,{},0,0
378,43,user43,user43@example.com,user,delete_user,2025-06-30 06:17:00,192.168.34.243,Safari/14.0,True,session_43_2,profile,{},0,0
379,47,user47,user47@example.com,user,delete_user,2025-06-26 08:05:00,192.168.107.138,Edge/18.0,False,session_47_2,profile,{},0,25
380,32,user32,user32@example.com,admin,view_page,2025-06-24 20:57:00,192.168.162.188,Edge/18.0,False,session_32_4,reports,{},0,0
381,10,user10,user10@example.com,user,upload_file,2025-06-11 08:33:00,192.168.186.89,Edge/18.0,False,session_10_7,reports,{},0,0
382,12,user12,user12@example.com,guest,change_password,2025-06-06 13:34:00,192.168.116.86,Mozilla/5.0,True,session_12_5,dashboard,{},0,0
383,37,user37,user37@example.com,user,login,2025-06-23 09:39:00,192.168.85.56,Mozilla/5.0,False,session_37_6,settings,{},0,0
384,24,user24,user24@example.com,admin,upload_file,2025-06-26 15:44:00,192.168.12.161,Safari/14.0,True,session_24_5,profile,{},0,0
385,42,user42,user42@example.com,user,edit_profile,2025-06-13 04:39:00,192.168.173.214,Mozilla/5.0,False,session_42_6,settings,{},0,0
386,1,user1,user1@example.com,admin,login,2025-06-27 04:44:00,192.168.238.147,Edge/18.0,False,session_1_6,profile,{},0,50
387,13,user13,user13@example.com,admin,edit_profile,2025-06-02 05:11:00,192.168.73.116,Mozilla/5.0,True,session_13_8,settings,{},0,0
388,11,user11,user11@example.com,admin,download_file,2025-06-02 18:14:00,192.168.130.170,Mozilla/5.0,False,session_11_7,admin_panel,{},0,0
389,32,user32,user32@example.com,guest,edit_profile,2025-06-15 15:42:00,192.168.8.253,Mozilla/5.0,False,session_32_4,profile,{},0,0
390,9,user9,user9@example.com,admin,upload_file,2025-06-01 11:14:00,192.168.25.119,Edge/18.0,False,session_9_10,reports,{},0,0
391,35,user35,user35@example.com,user,login,2025-06-09 14:56:00,192.168.254.211,Chrome/91.0,False,session_35_5,dashboard,{},0,0
392,31,user31,user31@example.com,admin,delete_user,2025-06-10 14:04:00,192.168.188.95,Mozilla/5.0,True,session_31_6,dashboard,{},0,0
393,34,user34,user34@example.com,guest,login,2025-06-20 05:05:00,192.168.56.91,Edge/18.0,True,session_34_6,profile,{},0,0
394,1,user1,user1@example.com,user,download_file,2025-06-10 08:30:00,192.168.119.146,Chrome/91.0,False,session_1_3,admin_panel,{},0,0
395,36,user36,user36@example.com,user,login,2025-06-06 14:10:00,192.168.45.1,Safari/14.0,False,session_36_2,profile,{},0,25
396,44,user44,user44@example.com,admin,download_file,2025-06-16 01:01:00,192.168.61.185,Mozilla/5.0,False,session_44_1,reports,{},0,0
397,1,user1,user1@example.com,admin,view_page,2025-06-26 07:21:00,192.168.80.147,Safari/14.0,False,session_1_5,admin_panel,{},0,0
398,24,user24,user24@example.com,user,change_password,2025-06-28 23:46:00,192.168.200.197,Chrome/91.0,False,session_24_4,settings,{},1,25
399,1,user1,user1@example.com,admin,download_file,2025-06-03 07:58:00,192.168.197.145,Edge/18.0,False,session_1_4,profile,{},0,0
400,20,user20,user20@example.com,admin,upload_file,2025-06-22 02:36:00,192.168.68.146,Edge/18.0,False,session_20_5,reports,{},0,0
401,10,user10,user10@example.com,admin,download_file,2025-06-13 15:39:00,192.168.183.188,Chrome/91.0,False,session_10_5,profile,{},0,0
402,32,user32,user32@example.com,user,download_file,2025-06-14 04:42:00,192.168.59.245,Chrome/91.0,True,session_32_1,profile,{},0,25
403,7,user7,user7@example.com,admin,edit_profile,2025-06-26 15:24:00,192.168.43.175,Safari/14.0,False,session_7_3,admin_panel,{},1,25
404,49,user49,user49@example.com,user,upload_file,2025-06-22 05:16:00,192.168.84.65,Safari/14.0,True,session_49_5,reports,{},0,0
